Event	ID	Name			Wwise Object Path	Notes
	110069035	Loom1_Stop_Walk_Event			\Default Work Unit\Loom1\Loom1_Stop_Walk_Event	
	1124674076	Loom1_Play_Jump_Up_Event			\Default Work Unit\Loom1\Loom1_Play_Jump_Up_Event	
	1774379222	Loom1_Play_Candle_Ambience_Event			\Default Work Unit\Loom1\Loom1_Play_Candle_Ambience_Event	
	2025220688	Play_Pillar_Audio_Event			\Default Work Unit\Play_Pillar_Audio_Event	
	2108556256	Loom1_Play_Jump_Land_Event			\Default Work Unit\Loom1\Loom1_Play_Jump_Land_Event	
	2311484592	Loom2_Play_Bass_Texture_Event			\Default Work Unit\Loom2\Loom2_Play_Bass_Texture_Event	
	2693566612	Loom2_Stop_Walk_Event			\Default Work Unit\Loom2\Loom2_Stop_Walk_Event	
	2785362746	Loom2_Play_Walk_Event			\Default Work Unit\Loom2\Loom2_Play_Walk_Event	
	2797264112	Loom1_Play_Rising_Texture_Event			\Default Work Unit\Loom1\Loom1_Play_Rising_Texture_Event	
	2977236588	Play_OceanSplash_Event			\Default Work Unit\Play_OceanSplash_Event	
	2984240761	Play_Ocean_Event			\Default Work Unit\Environment\Play_Ocean_Event	
	2993600909	Loom1_Play_Walk_Event			\Default Work Unit\Loom1\Loom1_Play_Walk_Event	
	3274795716	Stop_Transition_Walking_Event			\Default Work Unit\Stop_Transition_Walking_Event	
	3321450650	Play_Transition_Walking_Event			\Default Work Unit\Play_Transition_Walking_Event	
	3957531880	Loom1_Play_Candle_Strike_Event			\Default Work Unit\Loom1\Loom1_Play_Candle_Strike_Event	

Effect plug-ins	ID	Name	Type				Notes
	93764567	pillar_3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Pillar Audio\pillar_3_57469CBE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Pillar Audio\pillar_3		3545632
	95046207	loom2_bass_texture	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_bass_texture_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\loom2_bass_texture		19353664
	105431202	splash4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\OceanSplash\splash4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\OceanSplash\splash4		578880
	106593757	walk_sustain_4_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_sustain_4.1_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_4\walk_sustain_4_1		241928
	115469084	Transition_Walk_4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_4_03DEC28C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_4		441064
	118869749	pillar_2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Pillar Audio\pillar_2_048F6488.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Pillar Audio\pillar_2		3536424
	138263036	candle_3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_3_59DDA0C8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Event_Sound\candle_3		529264
	141803887	Transition_Walk_6	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_6_A583CE3D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_6		1014364
	142565857	loom2_walk7	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk7		1890064
	144563167	rising_texture_loop	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\rising_texture_loop_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\rising_texture_loop		2205064
	155211066	Ocean1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Ocean1_73BD797E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ocean\Ocean1		26139900
	158634210	walk_start_2_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_start_2.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_2\walk_start_2_1		74484
	190141388	candle_4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_4_C9E30F91.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Event_Sound\candle_4		573364
	276512877	Transition_Walk_10	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_10_7A0878E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_10		661564
	298233022	pillar_4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\pillar_4_62BFDFDE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Pillar Audio\pillar_4		3527212
	298977393	Transition_Walk_7	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_7_F37D24CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_7		705664
	327883855	match_strike	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\match_strike_0C08222B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\match_strike		350056
	344561399	Transition_Walk_5	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_5_E6304CA2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_5		485164
	362286137	loom2_walk3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk3		1512064
	415888229	walk_sustain_5_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_sustain_5.1_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_5\walk_sustain_5_1		372160
	424993302	walk_end_4_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_end_4.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_4\walk_end_4_1		241928
	428544052	candle_ambience_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_ambience_1_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Ambience\candle_ambience_1		1234864
	444208063	loom2_walk6	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk6		2268064
	474095687	loom2_walk2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk2		1663268
	522848819	walk_start_5_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_start_5.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_5\walk_start_5_1		93088
	553845480	walk_sustain_1_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_sustain_1.1_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_1\walk_sustain_1_1		1116348
	569301669	walk_end_3_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_end_3.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_3\walk_end_3_1		248128
	580597318	loom2_walk4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk4		1738864
	593020201	candle_ambience_2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_ambience_2_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Ambience\candle_ambience_2		1764064
	599155637	candle_2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_2_0470F03A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Event_Sound\candle_2		529264
	627351554	Transition_Walk_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_1_CFB850F7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_1		617464
	673249859	pillar_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Pillar Audio\pillar_1_7F07C0A4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Pillar Audio\pillar_1		3545632
	699750576	candle_ambience_5	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_ambience_5_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Ambience\candle_ambience_5		1411264
	710008340	walk_sustain_3_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_sustain_3.1_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_3\walk_sustain_3_1		260532
	772492100	walk_sustain_2_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_sustain_2.1_9DA763E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_2\walk_sustain_2_1		558272
	796390194	walk_end_1_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_end_1.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_1\walk_end_1_1		372160
	799612909	walk_start_1_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_start_1.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_1\walk_start_1_1		74484
	830106241	splash2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\OceanSplash\splash2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\OceanSplash\splash2		331504
	845031213	candle_ambience_3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_ambience_3_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Ambience\candle_ambience_3		1411264
	874215973	Transition_Walk_11	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_11_57D30012.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_11		793864
	881134447	Transition_Walk_12	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_12_914B2F02.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_12		1462780
	902189740	candle_ambience_4	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_ambience_4_8956FC97.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Ambience\candle_ambience_4		1411264
	911225625	splash3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\OceanSplash\splash3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\OceanSplash\splash3		324616
	915031029	Transition_Walk_3	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_3_D8F0FC6F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_3		661564
	955357402	splash1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\OceanSplash\splash1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\OceanSplash\splash1		529264
	971283359	walk_end_5_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_end_5.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_5\walk_end_5_1		201616
	990817198	candle_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\candle_1_0367AD88.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Candle\Candle_Event_Sound\candle_1		534780
	990941897	loom2_walk5	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk5		1587664
	1009680488	Transition_Walk_2	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\Transition Walking\Transition_Walk_2_E266B7AC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Transition1\Environment\Transition Walking\Transition_Walk_2		639516
	1042483751	walk_start_3_1	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\walk_start_3.1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom1\Environment\Walking\Walk_3\walk_start_3_1		62404
	1058971860	loom2_walk8	Y:\Git\CapstoneWwise\CapstoneWwise\CapstoneWwise_WwiseProject\.cache\Windows\SFX\loom2_walk8_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Loom2\Environment\Loom2_Walking\loom2_walk8		3005168

